age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
45,Private,38950,9,13,Never-married,2,Not-in-family,White,Male,0,0,40,38,<=50K
22,Private,107801,8,11,Never-married,0,Own-child,White,Female,0,0,40,38,<=50K
49,Private,191277,15,10,Married-civ-spouse,7,Husband,White,Male,0,0,40,38,<=50K
39,Private,205359,7,12,Widowed,0,Unmarried,White,Female,0,0,45,38,<=50K
39,Unknown,240226,11,9,Married-civ-spouse,14,Husband,Black,Male,0,0,40,38,<=50K
34,Private,203357,15,10,Never-married,0,Other-relative,White,Female,0,0,40,38,<=50K
52,Local-gov,153064,15,10,Married-civ-spouse,3,Husband,White,Male,0,0,40,38,>50K
24,Private,202959,8,11,Never-married,0,Not-in-family,White,Female,0,0,40,38,<=50K
38,Private,105150,9,13,Married-civ-spouse,9,Husband,White,Male,0,0,45,38,>50K
19,Private,238474,1,7,Never-married,6,Own-child,White,Male,0,0,40,38,<=50K
24,Private,1085515,11,9,Never-married,7,Not-in-family,White,Female,0,0,30,38,<=50K
25,Private,82560,7,12,Never-married,7,Own-child,White,Male,0,0,43,38,<=50K
71,Private,55965,5,4,Widowed,13,Not-in-family,White,Male,0,0,10,38,<=50K
27,Private,161087,11,9,Married-civ-spouse,9,Wife,Black,Female,0,0,40,38,<=50K
28,Private,261278,8,11,Never-married,12,Not-in-family,Black,Female,0,0,40,38,<=50K
54,Private,182187,8,11,Married-civ-spouse,10,Husband,Black,Male,15024,0,38,22,>50K
18,Private,138917,1,7,Never-married,11,Own-child,Black,Female,0,0,10,38,<=50K
49,Private,200198,11,9,Married-civ-spouse,7,Husband,Black,Male,0,0,40,38,<=50K
36,Private,205359,11,9,Married-spouse-absent,7,Unmarried,White,Female,0,0,25,38,<=50K
57,Private,250201,11,9,Widowed,13,Unmarried,White,Male,0,0,50,38,<=50K
56,Federal-gov,67153,12,14,Married-civ-spouse,3,Husband,White,Male,0,0,40,31,>50K
17,Private,244523,0,6,Never-married,7,Own-child,White,Male,0,0,20,38,<=50K
30,Private,236599,11,9,Married-civ-spouse,3,Husband,White,Male,0,0,50,38,<=50K
41,Private,108713,0,6,Never-married,11,Own-child,White,Female,0,0,40,38,<=50K
26,Private,177147,11,9,Never-married,5,Own-child,White,Male,0,0,40,38,<=50K
61,Private,129246,0,6,Married-civ-spouse,2,Husband,White,Male,0,0,48,38,<=50K
50,Unknown,222381,15,10,Divorced,14,Unmarried,White,Male,0,0,40,38,<=50K
24,Private,145111,11,9,Never-married,6,Not-in-family,White,Male,0,0,45,38,<=50K
44,Private,62258,1,7,Never-married,7,Not-in-family,White,Female,0,0,40,38,<=50K
38,State-gov,108293,12,14,Never-married,9,Other-relative,White,Female,0,0,40,38,<=50K
61,Unknown,167284,5,4,Widowed,14,Not-in-family,Black,Female,0,0,40,38,<=50K
25,Private,97789,9,13,Never-married,11,Own-child,White,Male,0,0,50,38,<=50K
34,Private,111415,11,9,Married-civ-spouse,11,Husband,White,Male,0,0,70,38,<=50K
38,Private,374524,15,10,Never-married,13,Not-in-family,White,Male,0,0,40,38,<=50K
42,Private,287244,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,55,38,<=50K
17,Unknown,341395,0,6,Never-married,14,Own-child,Black,Male,0,0,20,38,<=50K
48,Private,278039,5,4,Married-civ-spouse,6,Husband,White,Male,0,0,40,38,<=50K
38,Private,98360,12,14,Married-civ-spouse,9,Husband,White,Male,0,0,40,38,>50K
52,Private,317032,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,50,38,>50K
55,State-gov,294395,8,11,Widowed,9,Unmarried,White,Female,6849,0,40,38,<=50K
41,Self-emp-not-inc,240900,11,9,Divorced,4,Other-relative,White,Male,0,0,20,38,<=50K
45,Private,32896,4,3,Never-married,6,Own-child,White,Female,0,0,35,38,<=50K
49,Private,97411,5,4,Never-married,6,Not-in-family,Asian-Pac-Islander,Male,0,0,45,24,<=50K
19,Private,72355,15,10,Never-married,7,Not-in-family,White,Male,0,0,20,38,<=50K
39,Private,342448,9,13,Married-civ-spouse,0,Husband,White,Male,0,0,45,38,<=50K
43,Private,187702,15,10,Never-married,7,Not-in-family,White,Male,2174,0,45,38,<=50K
42,Private,303388,15,10,Married-civ-spouse,3,Husband,White,Male,0,0,65,38,<=50K
17,Private,112291,1,7,Never-married,5,Own-child,White,Male,0,0,12,38,<=50K
30,Private,208668,7,12,Never-married,9,Not-in-family,Black,Female,0,0,25,38,<=50K
61,Local-gov,28375,12,14,Divorced,9,Not-in-family,White,Female,0,0,70,38,<=50K
48,Private,207277,12,14,Married-civ-spouse,3,Husband,White,Male,15024,0,40,38,>50K
60,Unknown,88675,11,9,Married-civ-spouse,14,Husband,White,Male,0,0,40,38,<=50K
57,Private,47857,11,9,Married-civ-spouse,13,Husband,White,Male,0,0,40,38,>50K
27,Private,372500,4,3,Married-civ-spouse,5,Husband,White,Male,0,0,45,25,<=50K
24,Private,190968,11,9,Married-civ-spouse,11,Husband,White,Male,0,0,48,38,<=50K
41,Private,37997,2,8,Divorced,13,Not-in-family,White,Male,0,0,84,38,>50K
42,Private,257328,11,9,Widowed,13,Unmarried,White,Male,0,0,40,38,<=50K
34,Private,127610,9,13,Never-married,9,Own-child,White,Female,0,0,15,38,<=50K
22,Unknown,139324,6,5,Never-married,14,Unmarried,Black,Female,0,0,36,38,<=50K
47,Private,164423,11,9,Divorced,3,Unmarried,White,Female,0,0,43,38,<=50K
50,Private,104501,11,9,Never-married,0,Not-in-family,White,Male,0,1980,40,38,<=50K
30,Private,56121,11,9,Never-married,2,Not-in-family,White,Male,0,0,40,38,<=50K
38,Private,296212,9,13,Married-civ-spouse,2,Husband,White,Male,0,0,45,38,<=50K
31,Private,157640,11,9,Married-civ-spouse,9,Husband,White,Male,0,0,55,38,>50K
44,Private,222504,15,10,Married-civ-spouse,0,Wife,White,Female,0,0,45,38,>50K
34,Private,261023,15,10,Married-civ-spouse,2,Husband,White,Male,0,1651,38,38,<=50K
52,Private,146567,11,9,Divorced,6,Not-in-family,Black,Male,14344,0,40,38,>50K
34,Private,116910,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,50,38,<=50K
31,Private,132601,15,10,Married-civ-spouse,3,Husband,White,Male,0,0,40,38,<=50K
68,Private,185537,15,10,Divorced,11,Not-in-family,White,Female,0,0,20,38,<=50K
22,Private,500720,11,9,Never-married,0,Own-child,White,Female,0,0,40,25,<=50K
42,Private,182108,9,13,Never-married,3,Not-in-family,White,Female,0,0,35,38,<=50K
37,Private,231491,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,35,38,<=50K
36,Self-emp-not-inc,239415,11,9,Married-civ-spouse,4,Husband,White,Male,0,0,35,38,<=50K
38,Private,179262,15,10,Divorced,0,Unmarried,White,Female,0,0,30,38,<=50K
72,Without-pay,121004,11,9,Married-civ-spouse,7,Husband,White,Male,0,0,55,38,<=50K
40,Private,252392,4,3,Married-civ-spouse,7,Husband,White,Male,0,0,40,25,<=50K
19,Private,163578,15,10,Never-married,11,Own-child,White,Male,0,0,30,38,<=50K
55,Private,143266,8,11,Married-civ-spouse,2,Husband,White,Male,0,0,50,17,>50K
30,Private,285902,7,12,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
52,Private,113094,9,13,Separated,0,Unmarried,White,Female,0,1092,40,38,<=50K
29,Private,278637,9,13,Married-civ-spouse,11,Husband,White,Male,3103,0,45,38,>50K
41,Private,174540,15,10,Married-civ-spouse,9,Husband,Black,Male,0,0,4,38,<=50K
29,Private,188729,9,13,Never-married,0,Not-in-family,White,Female,0,0,45,38,<=50K
24,Private,72143,9,13,Never-married,11,Not-in-family,White,Female,0,0,20,38,<=50K
46,Self-emp-not-inc,328216,14,15,Married-civ-spouse,9,Husband,White,Male,0,0,45,38,>50K
44,Private,165815,11,9,Married-civ-spouse,3,Husband,White,Male,0,0,60,38,>50K
17,Private,317702,0,6,Never-married,11,Own-child,Black,Female,0,0,15,38,<=50K
35,Private,215323,8,11,Divorced,7,Unmarried,White,Female,0,0,35,38,<=50K
38,Private,192939,11,9,Divorced,2,Unmarried,White,Male,0,0,40,38,<=50K
36,Private,156352,6,5,Never-married,5,Own-child,White,Male,0,0,40,38,<=50K
24,Private,155066,1,7,Married-civ-spouse,6,Husband,White,Male,0,0,60,38,<=50K
38,Self-emp-not-inc,152621,9,13,Married-civ-spouse,4,Husband,White,Male,0,0,99,38,<=50K
19,Private,298891,1,7,Never-married,11,Not-in-family,White,Female,0,0,40,15,<=50K
30,Private,193298,11,9,Married-civ-spouse,13,Husband,White,Male,0,0,45,38,<=50K
36,Local-gov,150309,8,11,Married-civ-spouse,13,Husband,Amer-Indian-Eskimo,Male,0,0,40,38,<=50K
27,Private,384308,15,10,Never-married,2,Not-in-family,White,Male,0,0,45,38,<=50K
27,Private,305647,7,12,Married-civ-spouse,0,Husband,White,Male,0,0,40,38,>50K
66,Unknown,182378,5,4,Married-civ-spouse,14,Husband,White,Male,0,0,30,38,<=50K
65,Federal-gov,23494,15,10,Married-civ-spouse,3,Husband,Black,Male,0,2174,40,38,>50K
37,Private,421633,12,14,Never-married,3,Not-in-family,Black,Female,0,0,40,38,>50K
17,Private,57723,1,7,Never-married,11,Own-child,White,Male,0,0,30,38,<=50K
19,Unknown,307837,15,10,Never-married,14,Own-child,White,Male,0,0,40,38,<=50K
57,Private,103540,4,3,Married-civ-spouse,13,Husband,Black,Male,0,0,50,38,<=50K
54,Self-emp-not-inc,136224,12,14,Divorced,9,Not-in-family,White,Female,0,0,30,38,<=50K
21,Private,231573,15,10,Never-married,7,Not-in-family,White,Female,0,0,40,38,<=50K
43,Private,242804,11,9,Separated,5,Not-in-family,White,Male,0,0,40,38,<=50K
50,Private,163671,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
38,Private,287701,1,7,Married-civ-spouse,5,Husband,White,Male,0,0,48,38,>50K
31,Private,187560,11,9,Married-civ-spouse,9,Husband,White,Male,15024,0,40,38,>50K
41,Private,222504,14,15,Divorced,9,Unmarried,White,Female,0,0,38,38,<=50K
20,Private,41356,15,10,Never-married,9,Not-in-family,White,Female,0,0,40,38,<=50K
28,Private,59335,9,13,Married-civ-spouse,0,Other-relative,White,Female,0,0,15,38,<=50K
62,Private,84756,6,5,Married-civ-spouse,7,Husband,White,Male,0,0,35,38,<=50K
41,Private,407425,2,8,Divorced,6,Not-in-family,Black,Female,0,0,40,38,<=50K
37,Private,162424,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,45,38,<=50K
53,Self-emp-not-inc,175456,15,10,Married-civ-spouse,4,Husband,White,Male,0,0,30,38,<=50K
28,Private,52603,9,13,Married-civ-spouse,11,Husband,White,Male,0,0,50,38,>50K
23,Private,250630,12,14,Never-married,9,Not-in-family,White,Female,0,0,30,38,<=50K
46,Self-emp-not-inc,233974,11,9,Married-civ-spouse,4,Husband,White,Male,0,0,35,38,<=50K
28,Private,376302,11,9,Never-married,11,Not-in-family,White,Female,0,0,45,38,<=50K
50,Private,195638,0,6,Separated,0,Unmarried,White,Female,0,0,40,38,<=50K
19,Private,225775,15,10,Never-married,2,Not-in-family,White,Male,0,0,45,25,<=50K
84,Private,388384,5,4,Married-civ-spouse,9,Husband,Black,Male,0,0,10,38,<=50K
48,Self-emp-not-inc,219021,14,15,Married-civ-spouse,9,Husband,White,Male,0,0,35,38,>50K
61,Self-emp-not-inc,168654,11,9,Widowed,0,Unmarried,White,Female,0,0,20,38,<=50K
44,Private,180609,15,10,Divorced,2,Not-in-family,White,Male,0,0,42,38,<=50K
32,Private,114746,11,9,Separated,5,Unmarried,Asian-Pac-Islander,Female,0,0,60,34,<=50K
25,Private,178037,15,10,Never-married,0,Own-child,White,Male,0,0,35,38,<=50K
47,State-gov,160045,15,10,Divorced,0,Not-in-family,White,Female,0,0,40,38,<=50K
19,Private,268524,15,10,Never-married,11,Own-child,White,Female,0,0,15,38,<=50K
37,Private,174844,15,10,Married-civ-spouse,7,Husband,White,Male,0,0,17,38,<=50K
28,Private,82488,11,9,Divorced,12,Own-child,Asian-Pac-Islander,Female,0,0,40,38,<=50K
34,Private,221167,7,12,Married-civ-spouse,0,Wife,White,Female,0,0,40,38,>50K
32,Self-emp-not-inc,48014,15,10,Divorced,7,Not-in-family,White,Female,0,0,35,38,<=50K
24,Private,217226,15,10,Never-married,7,Not-in-family,White,Male,0,0,30,38,<=50K
22,Unknown,177902,15,10,Never-married,14,Not-in-family,Asian-Pac-Islander,Female,0,0,25,38,<=50K
30,Private,39386,15,10,Married-civ-spouse,3,Husband,Black,Male,0,0,99,38,<=50K
56,Private,37394,12,14,Married-civ-spouse,3,Husband,White,Male,0,0,40,38,<=50K
30,Private,115426,9,13,Married-civ-spouse,11,Husband,White,Male,0,0,40,38,>50K
28,Private,114158,15,10,Never-married,0,Own-child,White,Female,0,0,26,38,<=50K
40,Private,119101,15,10,Married-civ-spouse,2,Husband,White,Male,0,1887,68,38,>50K
28,Private,360527,15,10,Never-married,11,Not-in-family,White,Male,0,0,45,38,<=50K
39,Private,225544,2,8,Never-married,5,Not-in-family,White,Male,0,0,40,38,<=50K
33,Self-emp-not-inc,108438,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,>50K
23,Private,230315,15,10,Never-married,7,Not-in-family,Asian-Pac-Islander,Male,0,0,40,5,<=50K
32,Private,158002,15,10,Never-married,6,Other-relative,White,Male,0,0,55,6,<=50K
37,Private,179468,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
71,Private,99894,4,3,Widowed,8,Not-in-family,Asian-Pac-Islander,Female,0,0,75,38,<=50K
30,Private,270889,15,10,Married-civ-spouse,0,Husband,White,Male,0,0,40,38,>50K
20,Private,42279,15,10,Never-married,3,Not-in-family,White,Female,0,0,40,38,<=50K
53,Federal-gov,167380,11,9,Married-civ-spouse,13,Husband,White,Male,0,1740,50,38,<=50K
42,Private,274913,11,9,Divorced,2,Unmarried,White,Male,0,0,45,38,<=50K
44,Private,35910,9,13,Married-civ-spouse,3,Husband,White,Male,0,1902,56,38,>50K
26,Private,68001,12,14,Never-married,9,Not-in-family,White,Female,0,0,40,38,<=50K
21,Private,27162,15,10,Never-married,7,Own-child,White,Female,0,0,16,38,<=50K
37,Self-emp-not-inc,286146,11,9,Married-spouse-absent,7,Unmarried,Black,Female,0,0,40,38,<=50K
36,Local-gov,95462,9,13,Divorced,9,Unmarried,White,Female,0,0,40,38,<=50K
25,Private,50103,11,9,Never-married,11,Unmarried,White,Female,0,0,40,38,<=50K
54,Private,511668,10,16,Married-civ-spouse,3,Husband,White,Male,0,1977,43,38,>50K
38,Self-emp-inc,189679,9,13,Married-civ-spouse,9,Husband,White,Male,0,0,50,38,>50K
29,Private,115064,11,9,Never-married,7,Not-in-family,White,Male,0,0,40,38,<=50K
20,State-gov,215443,15,10,Never-married,2,Own-child,White,Male,0,0,38,38,<=50K
32,Private,174789,11,9,Never-married,2,Other-relative,White,Male,0,0,50,38,<=50K
24,Private,91999,7,12,Never-married,3,Not-in-family,White,Male,0,0,20,38,<=50K
59,Federal-gov,100931,11,9,Married-civ-spouse,0,Husband,White,Male,0,0,40,38,>50K
56,Self-emp-not-inc,119069,9,13,Married-civ-spouse,0,Husband,White,Male,0,0,40,38,>50K
40,Self-emp-not-inc,277488,11,9,Divorced,13,Not-in-family,White,Male,0,0,84,38,<=50K
35,Private,265662,9,13,Married-civ-spouse,11,Husband,White,Male,0,0,40,38,>50K
38,Private,114591,9,13,Married-civ-spouse,9,Wife,White,Female,15024,0,40,38,>50K
24,Private,227594,15,10,Never-married,11,Own-child,White,Female,0,0,20,38,<=50K
30,Private,129707,15,10,Married-civ-spouse,11,Husband,White,Male,0,1848,40,38,>50K
61,Unknown,175032,11,9,Married-civ-spouse,14,Husband,White,Male,0,0,40,38,<=50K
36,Private,133569,3,2,Never-married,4,Not-in-family,White,Male,0,0,40,25,<=50K
20,Local-gov,308654,15,10,Never-married,10,Own-child,Asian-Pac-Islander,Female,0,0,20,38,<=50K
36,Private,156084,11,9,Never-married,11,Own-child,White,Female,0,0,40,38,<=50K
45,Federal-gov,380127,9,13,Never-married,3,Not-in-family,White,Female,0,0,40,38,<=50K
22,Private,210781,9,13,Never-married,0,Own-child,White,Female,0,0,40,38,<=50K
31,Private,189759,11,9,Never-married,4,Not-in-family,White,Male,0,2001,40,38,<=50K
34,Private,258675,11,9,Never-married,13,Own-child,White,Male,0,0,40,38,<=50K
24,Private,223367,1,7,Never-married,2,Unmarried,White,Male,0,0,40,38,<=50K
42,Unknown,204817,6,5,Never-married,14,Own-child,Black,Male,0,0,35,38,<=50K
23,Private,409230,9,13,Never-married,11,Not-in-family,White,Male,0,0,25,38,<=50K
46,Federal-gov,308077,14,15,Separated,9,Unmarried,White,Female,0,0,40,10,>50K
60,Private,159049,14,15,Married-civ-spouse,9,Husband,White,Male,0,0,70,10,>50K
40,Private,353142,15,10,Divorced,6,Unmarried,Black,Female,0,0,40,38,<=50K
55,Private,143030,11,9,Divorced,6,Not-in-family,White,Female,0,0,40,38,<=50K
47,Private,304857,12,14,Separated,12,Not-in-family,White,Male,27828,0,40,38,>50K
28,Private,30912,11,9,Married-civ-spouse,7,Husband,White,Male,0,0,43,38,<=50K
55,Private,125000,14,15,Married-civ-spouse,3,Husband,White,Male,0,0,60,38,>50K
47,Private,181363,12,14,Married-civ-spouse,9,Husband,White,Male,0,0,40,38,>50K
54,Private,338620,12,14,Married-civ-spouse,3,Husband,White,Male,0,0,52,38,>50K
32,Private,115989,1,7,Married-civ-spouse,7,Wife,White,Female,0,0,60,38,<=50K
38,Private,111128,7,12,Married-civ-spouse,3,Husband,White,Male,0,0,40,38,>50K
61,Self-emp-not-inc,201273,15,10,Widowed,6,Not-in-family,White,Female,0,0,40,38,<=50K
62,Self-emp-inc,137354,12,14,Married-civ-spouse,9,Husband,Asian-Pac-Islander,Male,0,0,40,34,<=50K
29,Private,133420,15,10,Married-civ-spouse,2,Husband,White,Male,5013,0,40,38,<=50K
26,Private,192208,11,9,Never-married,10,Not-in-family,Black,Female,0,0,32,38,<=50K
19,Private,220001,15,10,Never-married,4,Own-child,White,Male,0,0,50,38,<=50K
40,Private,352612,0,6,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
36,Private,169426,11,9,Married-civ-spouse,6,Husband,White,Male,7298,0,40,38,>50K
42,Private,319016,11,9,Married-civ-spouse,13,Husband,White,Male,2885,0,45,38,<=50K
55,Private,119751,12,14,Never-married,9,Other-relative,Asian-Pac-Islander,Female,0,0,40,36,<=50K
55,Private,202220,11,9,Married-civ-spouse,7,Wife,Black,Female,2407,0,35,38,<=50K
43,Self-emp-not-inc,99220,9,13,Married-civ-spouse,11,Husband,White,Male,0,0,40,38,>50K
39,Private,111275,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
38,Federal-gov,261241,15,10,Married-civ-spouse,0,Husband,White,Male,0,0,45,38,>50K
28,Private,261725,11,9,Never-married,7,Unmarried,White,Female,0,0,40,25,<=50K
36,Private,182013,15,10,Divorced,12,Unmarried,White,Female,0,0,40,38,<=50K
49,Private,40666,15,10,Married-civ-spouse,4,Husband,White,Male,0,0,50,38,<=50K
41,Private,216461,15,10,Divorced,0,Own-child,Black,Female,0,0,40,38,<=50K
60,Private,320376,5,4,Married-civ-spouse,6,Wife,White,Female,0,0,40,38,<=50K
35,Private,282951,9,13,Married-civ-spouse,3,Husband,White,Male,0,0,70,38,<=50K
36,State-gov,166697,9,13,Divorced,9,Unmarried,White,Female,0,0,40,38,<=50K
51,Private,290856,11,9,Married-civ-spouse,0,Husband,White,Male,0,0,40,38,>50K
23,Private,455361,11,9,Never-married,7,Not-in-family,White,Male,0,0,40,12,<=50K
51,Private,82783,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
17,Private,56536,1,7,Never-married,11,Own-child,White,Female,1055,0,18,18,<=50K
33,Self-emp-not-inc,109959,15,10,Married-civ-spouse,11,Husband,White,Male,0,0,25,38,<=50K
50,Private,177927,11,9,Divorced,10,Not-in-family,White,Male,0,0,40,38,<=50K
38,Private,192337,2,8,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,>50K
18,Private,236272,11,9,Never-married,0,Own-child,White,Female,0,0,35,38,<=50K
26,Private,33610,11,9,Never-married,13,Own-child,White,Male,0,0,40,38,<=50K
21,Private,209483,15,10,Never-married,11,Own-child,White,Female,0,0,47,38,<=50K
26,Private,247006,11,9,Married-civ-spouse,3,Husband,White,Male,0,0,52,38,<=50K
30,Local-gov,311913,11,9,Married-civ-spouse,0,Wife,White,Female,0,0,40,38,>50K
39,Unknown,204756,15,10,Divorced,14,Not-in-family,White,Female,0,0,20,38,<=50K
33,Local-gov,300681,11,9,Never-married,7,Not-in-family,Black,Male,0,0,40,38,<=50K
42,State-gov,24264,15,10,Divorced,13,Unmarried,White,Male,0,0,38,38,<=50K
28,Private,266070,14,15,Never-married,9,Not-in-family,White,Female,0,0,50,38,<=50K
20,Private,226978,11,9,Never-married,7,Own-child,White,Male,0,0,35,38,<=50K
66,Local-gov,362165,9,13,Widowed,9,Not-in-family,Black,Female,0,2206,25,38,<=50K
31,Private,341672,15,10,Married-civ-spouse,0,Husband,Asian-Pac-Islander,Male,0,0,50,18,<=50K
36,Private,179488,15,10,Divorced,0,Unmarried,White,Male,0,0,40,1,<=50K
39,Federal-gov,243872,7,12,Never-married,9,Not-in-family,White,Male,0,0,40,38,>50K
52,Private,259583,11,9,Married-civ-spouse,0,Husband,White,Male,0,0,40,38,<=50K
61,Private,159822,5,4,Married-civ-spouse,2,Husband,White,Male,7688,0,40,30,>50K
27,Private,219863,11,9,Married-civ-spouse,13,Husband,White,Male,0,0,40,38,<=50K
45,Private,206947,11,9,Divorced,0,Not-in-family,White,Female,0,0,50,38,<=50K
21,Private,245572,6,5,Never-married,7,Own-child,Amer-Indian-Eskimo,Male,0,0,40,38,<=50K
25,Private,38488,11,9,Never-married,0,Own-child,White,Female,0,0,40,38,<=50K
24,Private,182504,15,10,Never-married,7,Own-child,White,Female,0,0,25,38,<=50K
38,Private,193815,7,12,Married-civ-spouse,3,Husband,White,Male,0,0,55,21,<=50K
51,Unknown,521665,15,10,Married-civ-spouse,14,Husband,White,Male,0,0,24,38,<=50K
29,Private,46442,9,13,Married-civ-spouse,9,Wife,White,Female,0,1902,50,38,>50K
45,Private,60267,11,9,Divorced,0,Unmarried,White,Female,0,0,38,38,<=50K
59,Private,264357,0,6,Married-civ-spouse,13,Husband,White,Male,0,0,50,38,<=50K
41,Private,191814,11,9,Married-civ-spouse,0,Own-child,White,Male,0,0,40,38,<=50K
23,Private,107882,9,13,Never-married,0,Own-child,White,Female,0,0,40,38,<=50K
43,Private,174575,15,10,Divorced,0,Not-in-family,White,Male,0,0,45,38,<=50K
17,Private,143331,1,7,Never-married,11,Own-child,White,Male,0,0,20,38,<=50K
32,Private,126132,9,13,Married-civ-spouse,3,Husband,White,Male,15024,0,50,38,>50K
42,Private,198619,8,11,Married-civ-spouse,6,Husband,White,Male,0,0,40,38,<=50K
68,Private,211287,12,14,Married-civ-spouse,3,Husband,White,Male,0,2392,40,38,>50K
55,Federal-gov,238192,11,9,Married-civ-spouse,12,Husband,White,Male,0,1887,40,38,>50K
43,Private,257780,11,9,Married-civ-spouse,0,Husband,White,Male,0,0,40,38,<=50K
61,Private,183355,11,9,Married-civ-spouse,0,Husband,White,Male,0,0,40,38,>50K
28,Private,148429,11,9,Married-civ-spouse,6,Husband,White,Male,0,0,40,38,<=50K
47,Private,71221,11,9,Divorced,6,Unmarried,White,Female,0,0,60,38,<=50K
21,Self-emp-not-inc,236769,5,4,Never-married,2,Not-in-family,White,Male,0,0,40,38,<=50K
39,Private,32146,15,10,Never-married,2,Not-in-family,White,Male,0,0,40,38,<=50K
39,Private,347491,1,7,Divorced,2,Not-in-family,White,Male,0,1876,46,38,<=50K
34,Private,180714,15,10,Married-civ-spouse,13,Husband,Black,Male,0,2179,40,38,<=50K
57,Unknown,188877,6,5,Divorced,14,Not-in-family,White,Male,0,0,40,38,<=50K
27,Private,306747,9,13,Divorced,5,Own-child,Black,Male,0,0,40,38,<=50K
21,State-gov,478457,15,10,Never-married,7,Own-child,Black,Female,0,0,12,38,<=50K
25,Private,248990,4,3,Never-married,6,Not-in-family,White,Male,0,0,40,25,<=50K
51,Self-emp-inc,46281,15,10,Married-civ-spouse,11,Husband,White,Male,0,0,50,38,>50K
35,Private,148015,9,13,Never-married,11,Own-child,Black,Female,0,0,40,38,<=50K
19,Private,278115,15,10,Never-married,7,Own-child,White,Male,0,0,12,38,<=50K
27,Private,190525,9,13,Married-civ-spouse,3,Husband,White,Male,7298,0,55,38,>50K
34,Private,176673,15,10,Never-married,11,Other-relative,Black,Female,0,0,35,38,<=50K
33,Unknown,202366,11,9,Divorced,14,Unmarried,White,Female,0,0,32,38,<=50K
36,Private,238415,11,9,Divorced,2,Unmarried,White,Male,0,0,40,38,<=50K
33,Self-emp-not-inc,37939,9,13,Married-civ-spouse,2,Husband,White,Male,0,0,35,38,<=50K
60,Self-emp-not-inc,35649,9,13,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
42,Private,383493,15,10,Married-civ-spouse,3,Husband,White,Male,15024,0,50,38,>50K
47,Federal-gov,204900,11,9,Married-civ-spouse,9,Wife,Black,Female,0,0,40,38,<=50K
42,Private,20809,11,9,Divorced,2,Not-in-family,White,Male,0,0,75,38,>50K
34,Private,148207,15,10,Married-civ-spouse,3,Husband,White,Male,0,0,65,38,>50K
21,Private,200153,11,9,Never-married,7,Own-child,White,Female,0,0,32,38,<=50K
30,Private,169496,12,14,Married-civ-spouse,7,Husband,White,Male,0,0,15,38,>50K
53,Private,22978,12,14,Married-civ-spouse,3,Wife,White,Female,0,0,50,38,>50K
34,Private,366898,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,10,<=50K
37,Private,324947,9,13,Married-civ-spouse,5,Husband,White,Male,0,0,40,38,<=50K
27,Private,321577,11,9,Never-married,0,Own-child,Black,Female,0,0,40,38,<=50K
31,Private,241360,9,13,Never-married,11,Not-in-family,White,Male,0,0,40,38,<=50K
30,Private,207564,15,10,Married-civ-spouse,0,Wife,White,Female,0,0,40,38,<=50K
33,Private,220860,11,9,Divorced,13,Not-in-family,White,Male,0,0,45,38,<=50K
41,Local-gov,336571,15,10,Married-civ-spouse,3,Husband,White,Male,0,0,40,38,<=50K
23,State-gov,56402,15,10,Married-civ-spouse,9,Husband,White,Male,0,0,30,38,<=50K
65,Private,180280,15,10,Married-civ-spouse,3,Wife,White,Female,0,0,40,38,<=50K
30,Private,81282,11,9,Never-married,7,Unmarried,White,Female,0,0,40,38,<=50K
51,Private,86332,8,11,Married-civ-spouse,7,Husband,White,Male,4064,0,55,38,<=50K
30,Local-gov,27051,15,10,Never-married,5,Own-child,White,Male,0,0,40,38,<=50K
49,Private,287647,12,14,Divorced,11,Not-in-family,White,Male,4787,0,45,38,>50K
37,Self-emp-not-inc,183735,11,9,Married-civ-spouse,9,Husband,White,Male,3137,0,30,38,<=50K
42,Private,100800,11,9,Never-married,2,Not-in-family,White,Male,0,0,40,38,<=50K
62,Private,155094,8,11,Married-civ-spouse,3,Wife,White,Female,0,0,45,38,>50K
67,Unknown,102693,11,9,Widowed,14,Not-in-family,White,Male,1086,0,35,38,<=50K
31,Private,151053,15,10,Married-civ-spouse,13,Husband,White,Male,5178,0,40,38,>50K
50,Private,548361,9,13,Married-civ-spouse,12,Husband,White,Male,0,0,20,38,>50K
33,Private,173858,9,13,Married-civ-spouse,0,Other-relative,Asian-Pac-Islander,Male,0,0,40,18,<=50K
